132272 0.0 25.29366111755371 -0.6963025331497192 0.025707390159368515 8.841469764709473
132282 0.0 25.293567657470703 -0.6945903897285461 0.026350518688559532 8.840392112731934
132292 0.0 25.293474197387695 -0.6941007971763611 0.026025578379631042 8.84047794342041
132302 0.0 25.29326629638672 -0.6952259540557861 0.026779213920235634 8.840828895568848
132312 0.0 25.293058395385742 -0.6975784301757812 0.0266486257314682 8.839590072631836
132322 0.0 25.293014526367188 -0.6992940902709961 0.026076665148139 8.839777946472168
132332 0.0 25.292972564697266 -0.6997742652893066 0.026144973933696747 8.840551376342773
132342 0.0 25.292814254760742 -0.7001738548278809 0.02542891539633274 8.840689659118652
132352 0.0 25.29265785217285 -0.6985796093940735 0.02473333850502968 8.840140342712402
132362 0.0 25.29253387451172 -0.6981267929077148 0.023415829986333847 8.840633392333984
132372 0.0 25.292409896850586 -0.6986533403396606 0.023104483261704445 8.841133117675781
132382 0.0 25.29218864440918 -0.6963752508163452 0.024376222863793373 8.841057777404785
132392 0.0 25.291967391967773 -0.6974942088127136 0.024555126205086708 8.841428756713867
132402 0.0 25.292041778564453 -0.697214663028717 0.025001097470521927 8.841154098510742
132412 0.0 25.292116165161133 -0.6978464126586914 0.02422250807285309 8.84157943725586
132422 0.0 25.292272567749023 -0.6968857049942017 0.02319827862083912 8.842216491699219
132432 0.0 25.292428970336914 -0.6982536315917969 0.021984832361340523 8.842230796813965
132442 0.0 25.292339324951172 -0.6987175345420837 0.021448716521263123 8.84153938293457
132452 0.0 25.29224967956543 -0.6992429494857788 0.020906077697873116 8.842297554016113
132462 0.0 25.292177200317383 -0.7021936178207397 0.02101433277130127 8.841721534729004
132472 0.0 25.292104721069336 -0.7027295231819153 0.02035335637629032 8.842007637023926
132482 0.0 25.292081832885742 -0.7037943601608276 0.020730189979076385 8.842177391052246
132492 0.0 25.29205894470215 -0.703010618686676 0.01962815783917904 8.842130661010742
132502 0.0 25.29210090637207 -0.7036632299423218 0.02015954628586769 8.842079162597656
132512 0.0 25.292142868041992 -0.7025577425956726 0.021069498732686043 8.841289520263672
132522 0.0 25.292070388793945 -0.702289342880249 0.020898452028632164 8.8416109085083
132532 0.0 25.2919979095459 -0.7024163603782654 0.02092507854104042 8.842000961303711
132542 0.0 25.291942596435547 -0.7029154896736145 0.01941555179655552 8.842379570007324
132552 0.0 25.291887283325195 -0.7031479477882385 0.01940946839749813 8.841324806213379
132562 0.0 25.291831970214844 -0.701364278793335 0.019350985065102577 8.841045379638672
132572 0.0 25.291776657104492 -0.7037439942359924 0.019097374752163887 8.842244148254395
132582 0.0 25.29183578491211 -0.7029063105583191 0.018563266843557358 8.842324256896973
132592 0.0 25.291894912719727 -0.7029774785041809 0.0191939827054739 8.843560218811035
132602 0.0 25.291921615600586 -0.7015820741653442 0.019168885424733162 8.843005180358887
132612 0.0 25.291948318481445 -0.7018737196922302 0.02020077034831047 8.843315124511719
132622 0.0 25.291826248168945 -0.7033913731575012 0.02052430436015129 8.843729019165039
132632 0.0 25.291704177856445 -0.7037158608436584 0.021098008379340172 8.844247817993164
